gene_symbol	D_meta	logFC_d	padj_d	logFC_v	padj_v
SNX17	0.0979895625731199	0.0685760268008533	0.527959342242816	0.197250333	0.126731719
CCNG1	0.022872643625073602	0.0685727067268189	0.554178802914858	0.091351556	0.491662795
ZC3H13	-0.0036565696798762314	-0.0685718828558897	0.882745972554827	-0.035854797	0.793639128
IL18	3.6134392986592383	0.0685205164534146	0.622037577459343	1.256057712	1.80968866857939e-06
RCHY1	0.6619782757130518	-0.0684582243146545	0.838869610835291	0.412388384	0.000598236
ARFGEF2	-0.5765582230453644	-0.0684364678256708	0.90915358812026	-0.432346727	0.002184927
CCDC174	0.5104815935500618	-0.0684279979171265	0.445296055062764	0.335820101	0.000773034
SLC15A2	0.38231527225640105	0.0684259630175048	0.89802496984422	0.443380805	0.019171805
B3GALNT2	-0.42658292761785455	-0.0683973957792499	0.855438594114926	-0.381055008	0.005932183
AKT2	-0.0002208291838153803	-0.0682939842500327	0.911714043580036	0.025644474	0.813432698
TMEM94	-0.09075630678716286	-0.0682844373183613	0.757213807988442	-0.231024355	0.17783352
ERP44	3.773545388523059	-0.0682353505613182	0.69419207155597	0.836776006	8.28591757969588e-10
SIDT2	-0.13372270925493107	0.0682265857555588	0.721204498914381	-0.281859961	0.103939982
BCL2L13	0.22412255066066564	0.0681058991405692	0.51908884710381	0.256434381	0.021263608
HGSNAT	-0.4436908024833387	-0.0681058075893559	0.823629716652377	-0.425965866	0.008516299
PDAP1	0.4234964693082818	-0.0681051048484935	0.907230766328596	0.515966542	0.02253478
MRPL46	-0.9537460399584826	-0.06801621810542	0.749611977853835	-0.686732477	0.001716966
QDPR	-1.121154245885041	-0.0679790009392818	0.747572076961148	-0.651489742	0.000372706
PRAF2	0.5794230698704054	0.0678249907690924	0.5703158704374	0.585113952	0.011161504
RPS6KL1	-2.8957690247037986	0.0677727790972331	0.807695209210612	-1.157941189	9.8397643120305e-06
LYPLAL1	-0.007185473205999878	-0.0677099661968521	0.718210131020273	-0.038433377	0.757408805
ABHD11	0.26133421236926313	0.0676992780962138	0.845120132087527	0.325711251	0.025733054
ZFAND2B	0.31487312930296985	-0.0676837585490251	0.385801031590547	0.472973426	0.040676657
WDR53	0.023518146948826736	-0.0676344111839615	0.631046559878883	0.126330494	0.331611974
MGME1	1.9097555803483257	0.067596833054842	0.577109631544747	0.596861109	4.24234640613617e-07
CDKN2A	-0.03166090845161028	0.0675806098415808	0.898464692853072	-0.19256279	0.451693426
UNC119	1.3404172152446285	0.0675729404239185	0.61912364638152	0.681618635	0.000122349
HDGF	0.6019175608255086	0.0675637324194636	0.770557563017221	0.606325607	0.010645196
EHD2	0.0981912678799598	0.0675364106045229	0.859009831349908	0.398526277	0.329923438
MRPS7	-0.00615389644327935	-0.0673354865937368	0.775008963958879	-0.054732364	0.815286233
TRERF1	-0.23552627227639958	-0.0671860485542108	0.704133645695744	-0.343767124	0.045657062
AGO1	0.08463425848673076	0.0671287256514335	0.571933119254254	0.182340063	0.144884321
POLR2D	-0.2815321456699765	-0.0670885982914653	0.740381109209841	-0.300872815	0.014377143
PSMD7	0.5134958404823754	0.0669759279752018	0.527444380569362	0.420660327	0.00400732
AP4E1	0.004538348598201376	0.0669133580543626	0.667239245876931	-0.027805313	0.800888298
DDX43	-0.7650274386223227	0.0668589781294062	0.899021129439635	-0.889774666	0.018920301
PEX2	0.0934826783438171	-0.0667756114499616	0.644556118555984	0.167688122	0.064429723
SLC25A37	8.511644386946564	-0.0666305204369557	0.816020798035542	2.464084683	1.22657352499034e-07
STARD7	-0.10232308806082606	-0.0666299255037055	0.716530860195018	-0.219891473	0.129776686
SRR	-0.6492232064512007	-0.0666100630425568	0.881096475624818	-0.49153151	0.002321753
LUC7L2	-0.8127151519140916	-0.0665782602604548	0.759783920799615	-0.431590034	0.000178756
NUP62	-0.13369153290633137	-0.0665714508734929	0.654041730126051	-0.217449695	0.067115048
TATDN1	-1.8215095576346878	-0.0665457007076409	0.689129543174302	-0.630174907	1.7222054538738e-06
PTPRG	-0.9945844187576891	-0.0665142794760714	0.89478438628421	-0.896998928	0.006109392
NISCH	-0.016637973565390873	0.0664953265374795	0.615674709336881	-0.123861567	0.415201105
EME1	0.9230251598171844	-0.0664858359766285	0.869108019765863	0.835373108	0.006099577
POFUT1	-0.28814077687981277	0.0664557930225751	0.636548466368652	-0.317879984	0.013999057
KRTCAP3	-0.13148793719478832	-0.066411423587275	0.878349176587075	-0.242091185	0.084954341
UQCRFS1	0.8220278675427781	0.0663794070323256	0.587113013916765	0.483236213	0.000426178
USP27X	-0.11179877830995487	-0.0663049639593272	0.89510560921247	-0.254370284	0.135994302
SND1	-0.12724026732588814	-0.0662273037197885	0.747588368008309	-0.260045081	0.113128894
TRIM11	0.2857864765048454	-0.0661216434261682	0.50686958676865	0.244031795	0.003782973
BCL7B	0.3349401979873703	-0.0660355068426624	0.588151694028318	0.355205736	0.0117829
WDR48	0.07253280487928868	-0.0658955478678536	0.637348027714176	0.170141025	0.117927567
SPOCK1	-0.016594263162533124	0.0658838276396199	0.878758447627604	-0.176979337	0.618837608
PRDX3	2.1237996964247587	0.0658749052593084	0.700353213906591	0.778042161	3.57882950438435e-06
KDM7A-DT	1.3477672492484865	-0.0658498445583167	0.894863137818097	0.840583301	0.000615854
LONP2	-0.043317847878900764	0.0657895669533888	0.658202314256646	-0.134638848	0.185257725
WDR83	0.1330806259732278	-0.0657502047708451	0.683882135731473	0.250524424	0.07839248
PES1	-0.18023460373872977	-0.0657457776141133	0.773547647230584	-0.338338072	0.090418617
SLC9A7	-4.681060499884943	-0.0657301066520817	0.857445361152001	-1.153580869	7.62861604540153e-09
RTN4IP1	-2.7284326707836057	0.0656477962411097	0.802409038312112	-0.8917949	7.48057932471175e-07
SH3BGRL3	2.018999582540332	0.0655628939493695	0.593541592208079	0.984587378	8.20116634396895e-05
PIGG	-0.5349887283257232	-0.0655395912832359	0.677955180000543	-0.283646923	0.000184836
BTBD7	-0.004777847982229767	-0.0653303745869342	0.658008326223115	0.026857131	0.819676475
ZNF624	-0.24304938613564223	-0.0653093959853188	0.890104276659678	-0.328412972	0.033877356
MYL12B	4.842997993684397	0.065250762865448	0.450437509873337	1.218313784	1.16009535243266e-08
EPS15L1	0.35992252952496956	0.0652466030208405	0.69806041498503	0.42481708	0.021354711
PPP1R12C	0.45769149862933417	0.0652211169611805	0.667861639162071	0.366848763	0.003434857
PGRMC2	-0.12582007412877572	-0.0651655076085254	0.721401996646486	-0.215617736	0.075127087
MYORG	-0.8811439913140916	-0.0651541228999339	0.921138307844937	-0.594848693	0.00109983
TRIM47	-0.07112735193594392	-0.0651503428704396	0.905128238280471	-0.279312306	0.316806507
TNXB	-0.5225904663718133	0.065127114421951	0.864685604603484	-0.47146857	0.005948609
AUP1	0.29083216918452515	-0.0650320995801374	0.531297213695771	0.384854499	0.027682182
GINS3	0.06223432267108663	0.0650320251969649	0.853585699387517	0.246385057	0.325812389
CDC37	0.05883994965753444	0.064989015791868	0.478842627370881	0.255588697	0.417725628
RPAP3	-0.04320023578490535	-0.0649665061900082	0.640154245486931	-0.12556804	0.258313856
TAPT1-AS1	-0.28767921362811444	0.0648584754880428	0.756254924293511	-0.400162364	0.034875629
CTH	-7.948632464367124e-05	0.0648235505441268	0.91429860093827	-0.049460667	0.882648053
PEX11A	-1.4980748447658483	0.0647796862909624	0.905953239585087	-0.767078105	0.000123155
UQCC5	-0.36123114735631373	-0.0647725142851021	0.756851644950039	-0.427789777	0.021354711
MIR933	0.09838280005708783	-0.0647566723579764	0.879196077251323	0.519189981	0.411187853
NARS1	-0.06980753811207195	-0.0647276722868444	0.729374249392665	-0.204576571	0.229563835
TEX2	0.985673680555549	0.0647197974417058	0.726169736412053	0.652582176	0.000983875
TEP1	0.08394189086941382	-0.0646587711126489	0.909702973601324	0.180456623	0.113486928
VPS37A	0.2895215329426738	-0.0646544436670524	0.894294719514429	0.295964252	0.010787925
MPHOSPH6	-0.7836626961692591	0.0645850033601016	0.85338101688408	-0.525410102	0.001019728
MRPL36	0.2427312845276976	-0.0645730896250249	0.69806041498503	0.468632425	0.087614629
PIK3R4	0.005104034781346542	-0.0645319266775353	0.736986705109853	0.078890193	0.578344344
SNX29	-0.5588683382818848	-0.0645269109706614	0.755252811606835	-0.402848569	0.001757697
STRN	0.10042060009658214	0.0644677523385093	0.664025706817938	0.184197825	0.093729839
ALG3	-0.16452157201665757	-0.064437943196606	0.759488289310766	-0.320847295	0.09964405
FAM222B	0.06016853360143825	-0.0644126940196781	0.592312805331021	0.158391181	0.140526333
CCDC12	0.004147817705757574	0.0643510395107203	0.686490926830652	-0.03320344	0.857486423
SFSWAP	-0.9719105698227448	-0.0643086366485512	0.499099168346387	-0.322275077	1.06813437852823e-06
RNF25	0.11109465273334097	-0.0642991472100194	0.751556675122701	0.196163969	0.067092051
LRCH4	0.6469972510080849	0.0642961014283756	0.600431268346506	0.490321336	0.002454572
ANKRD12	0.05323470711783419	-0.0641787173337338	0.576743290053456	0.161775621	0.176623377
CMAS	0.09944603405624511	0.0641328540267239	0.704616491284381	0.283961627	0.215735245
TRIM44	-2.267772744701237	0.0640925130155328	0.774139087701727	-0.914121572	1.07289441954736e-05
TEPSIN	0.15301235938714214	-0.0640832599989807	0.71059333282695	0.268905465	0.067081275
KDM3A	0.003188552503642561	0.0640737135652509	0.782909818171686	-0.014738536	0.934564154
NME6	0.3332104003874195	0.0640172430329917	0.741526427055423	0.32240797	0.009094455
LINC00092	-3.52399319117942	0.0638749719036396	0.792270572372003	-1.384263885	8.01351983262027e-06
POLA2	-0.5710827556724298	0.0638458010462797	0.769034309639805	-0.434754256	0.00227038
PLIN2	1.1404932529174219	0.0637805417664818	0.740075301882681	0.672667112	0.00041825
AAGAB	0.21946066464257755	0.0637658137815977	0.700262495917241	0.237081736	0.015497748
SRM	-0.0045750553636952525	0.063765113457527	0.853095545307233	-0.092169422	0.712832607
COQ9	-0.10070862493204484	-0.0637486734389379	0.627697093153098	-0.194723515	0.107606145
WFS1	-0.16469974378247532	0.0637155615987828	0.912246654134069	-0.410529155	0.155393006
C11orf24	-0.11004771472629213	-0.0636520324568677	0.772969471658778	-0.24460785	0.134683245
UCK1	0.5640570495500505	-0.0636062547978935	0.854623834141141	0.341703806	0.000485134
MED15	-0.012070880728836627	-0.0635808093563437	0.690708457963802	-0.0629463	0.600890981
TRMT10A	0.07445165515545456	0.0635690666805679	0.806198360328958	0.183421364	0.166193765
TM2D3	0.20884944688668078	-0.0635607383573875	0.773605078573106	0.265307883	0.025055271
RAVER2	-0.5427404281898396	0.0635448863307317	0.906293885990439	-0.460584622	0.004338692
EPB41L2	-3.306036500737279	0.0635234454800813	0.888850839447307	-0.98327252	1.87026901465647e-07
TLNRD1	0.5694589058442934	-0.0635074343168487	0.752632183164598	0.35555615	0.000595326
PPP2R5E	0.004393802721378352	0.063499209014223	0.597090760599556	-0.031473604	0.671983089
PIK3R5	1.1743661614498695	0.0634664057538332	0.779679203936323	0.574684368	8.41280144457352e-05
MIDEAS	0.004395476719233668	0.0634439871164325	0.747372578239219	0.020025847	0.915518679
COX19	-0.3277476623578485	-0.0634041059254731	0.673185893697305	-0.253295795	0.00285204
APH1A	0.5374540548217904	-0.0633561127498101	0.528741436293948	0.417689845	0.002424158
HMG20A	-2.3866012209399545	-0.0632728961581916	0.677955180000543	-0.703536031	1.69956236976055e-07
AOC3	3.1804118765575664	-0.063220604945422	0.869356975427996	1.764137131	0.000246713
MKKS	0.35049265159064275	-0.0631689211334612	0.528741436293948	0.373696238	0.011950932
TAF10	0.5727542514866376	-0.0631295470042783	0.435943534285751	0.365567274	0.000637124
COXFA4L3	1.6150520136700448	0.0631062998520302	0.911900483016472	1.261015526	0.002757365
CACNB1	-4.753571060809332	-0.0630710141677846	0.896428451136944	-1.238073488	2.09590381098879e-08
TET3	1.1071096328461272	0.0630157446894346	0.88020891852065	0.577579556	0.00014874
CSE1L	-0.35101256053601604	-0.0629545722636919	0.76945179412445	-0.345246584	0.009712977
LOC100130691	-1.6581102707595945	0.0629012875141028	0.903783745746587	-0.832135571	0.00010268
KCNK7	1.977303562891326	-0.0628255830095914	0.885154573343848	1.250147767	0.000682379
HSBP1L1	-0.10787863549960242	-0.0627456894252569	0.728015044725594	-0.306171214	0.210648155
CIAO1	-0.011529750198670575	-0.0626495428039693	0.428467611872714	0.000457047	0.996636891
ATP5PB	1.0435694906870943	-0.0626391816057232	0.747295451133598	0.630603204	0.000476084
ESCO1	0.06314637608126672	0.0626334970571421	0.815032348717682	0.187393082	0.226852154
KHSRP	-0.03379770911508166	-0.0625773407910568	0.699800736533699	-0.1282556	0.353673033
PGAP2	0.020799423569259467	-0.0623808038768461	0.616776341918279	0.110190423	0.318911122
POP1	-0.261942933540099	-0.0623796959286054	0.900512098788776	-0.326561819	0.025377348
GGTA1	-0.340177277929353	-0.0623467674716869	0.903783745746587	-0.675491896	0.09927879
MTA2	-0.007400561294334788	-0.0622539302343519	0.629449530283607	-0.032799652	0.85175527
RAPGEF6	-0.143614987191655	-0.0622117979646539	0.720266746090295	-0.238226547	0.067844402
DENND2B	-0.6091283381846649	-0.062130769999261	0.898781167062513	-0.78842326	0.02873897
ARL6IP5	1.2361236742109538	-0.0620850362069181	0.478088507501353	0.615676667	8.95745791624128e-05
TAGLN2	2.535385349761545	0.0620375167655531	0.756025118286688	1.037108215	1.31197700072025e-05
SQSTM1	1.2306396407116091	0.0620026880323366	0.575190991521382	0.646584385	0.000164606
INO80B	-1.151416682850124	-0.0619284814000602	0.708334386672092	-0.691858491	0.000484095
PARN	-0.02172198565011589	0.061853913695928	0.678932915412843	-0.096898961	0.278167472
HPS5	-0.010353814212065094	-0.0618233070059437	0.740582566581141	-0.060325625	0.617163665
PSMA5	0.004940191256236189	0.0617812489559153	0.757395075696318	0.036537486	0.85829381
CUL2	0.007865873756378365	0.0617243495023772	0.645096361032308	0.029454819	0.732563994
ANKRD17	0.00352532385687638	0.06171614759268	0.653430495328856	-0.034482898	0.747685641
TAS2R43	-0.5663941746792581	-0.0616686338027903	0.884316446573884	-0.979048082	0.070199293
EDC4	-0.021787027313453212	-0.0615998302551635	0.645666058443509	-0.09639374	0.467058074
SAR1A	0.13099108277218932	-0.0614767526212416	0.740381109209841	0.207693562	0.050115391
CA6	-5.494252151112398	-0.0614031742758772	0.862801425633356	-1.830103606	9.94945818087173e-07
CLCN7	0.005467274170922181	0.0613704615286146	0.67372333394156	0.015932151	0.942686491
PCDHGA10	-1.3106568420480478	-0.0613157758649674	0.920208293101988	-1.175108356	0.005904523
POP4	0.3779541423642146	0.0612834952456653	0.752968833075804	0.332431909	0.005608439
SPATA32	0.2083411310943045	-0.0612209847345375	0.899152733767152	0.49744864	0.143443055
TMEM216	1.7050067091583918	0.0610719552009922	0.682928438564643	0.753592419	3.07900757613113e-05
VDAC2	0.3198262045550117	0.0610469008924053	0.627359396514258	0.309647885	0.009422763
NSUN2	-0.4108154826137328	-0.0610340978135433	0.691137167491067	-0.355611341	0.005212682
MGST3	-0.10295149741046755	0.060989713570045	0.752002365350201	-0.236620546	0.125288978
CDC7	-0.03485928910819396	-0.0609825909279129	0.848804304582213	-0.165110151	0.401827459
SCARNA7	0.0023064587487379635	0.0609083675921753	0.842802765632518	0.012977958	0.98433226
PCNX3	0.03732423885692118	0.0608484817338555	0.659249013556282	0.117229466	0.286517312
ARHGAP21	0.0038460706650234973	0.0608203690983649	0.758531461116119	0.015663171	0.94398982
MYNN	0.1954257346510951	-0.0607972528396354	0.627908646818057	0.253009744	0.025505118
STAMBP	0.17120584331292793	0.060768066960561	0.436838825022756	0.200036674	0.024975853
BFAR	0.16115249359315945	0.0607616793533721	0.703773525743786	0.164606088	0.012539482
TIMM17A	0.03783159810895533	0.0607447661217231	0.885511185517282	0.179684425	0.395150402
DUOX1	-2.0889340871354567	0.0606694784443103	0.903831293494474	-1.429270188	0.001188661
ZNF444	-0.12341419800273858	0.0606590659825015	0.740050030678798	-0.211323796	0.062296243
SMIM48	-0.018572306225658947	-0.0605966138088085	0.771587084920482	-0.133766599	0.59337964
PSMC3	0.006935333721372526	0.0604526156879723	0.770557563017221	0.073975669	0.803524863
THBS1	2.977384810899582	-0.060427975432086	0.915920803681782	1.550266792	0.000143677
PSMC5	0.006090867683697779	0.0603344886061237	0.719381631746862	0.051708484	0.853724679
CHAMP1	-0.010367767944640342	-0.0603295366009595	0.702403016676884	-0.056963562	0.6287309
TMEM198	0.14357271333682564	0.0602611870831797	0.91429860093827	0.475143026	0.251536136
NKAPD1	-0.04047849805553924	-0.0601972669664921	0.552807182057045	-0.12693404	0.30499596
ANKRD27	0.3109196127068771	0.0601869388400145	0.853740094195398	0.279507422	0.006166228
EDRF1	-0.8995966832691861	-0.0601507372938146	0.596662036941951	-0.342619296	6.13869597899418e-06
FERRY3	0.05101926510820036	-0.0601283869490938	0.742266811711736	0.173506481	0.232834018
GET4	0.6496705581943638	0.060101913376374	0.633154731326183	0.436185509	0.001118091
PI4K2B	0.0019166540709780599	0.0600792015614617	0.78450974394262	-0.031694546	0.833967702
PAM16	0.028359990422023123	0.0600142131595121	0.642430166279971	0.09783011	0.345230719
RNF103	0.1591458906666733	-0.0599720360477827	0.607718130597319	0.294323731	0.074901822
SNORD11	-1.1035708349076694	-0.05995289029546	0.913261513263207	-0.869729172	0.002917305
CCDC183-AS1	-1.5612321675611553	0.0599343033322506	0.886099650968444	-0.773556838	9.10809898363202e-05
CLK3	1.6137147832450676	0.0599271673881674	0.610297160112944	0.647762059	1.08994801027956e-05
ZFP69B	0.01596350256965916	-0.0598737336360022	0.914421482387856	0.11557795	0.505399171
ALDH8A1	-0.02380161861800317	0.0598198146199862	0.86695276216342	-0.147693603	0.449340695
SIRT2	0.8169149739791922	0.0596573985001028	0.625434602130714	0.533809446	0.000916388
POLR2L	0.07614589075816652	0.0596570168812827	0.826840186973843	0.294763609	0.316268294
RABL3	-0.7042781112677992	0.0595456329370299	0.784780107106187	-0.369663355	0.000148823
ZNF773	-3.454886627937021	-0.0595212964329281	0.719354057684561	-0.993235569	1.12552459894351e-07
NR2E1	12.566451930895015	0.0593926087889627	0.877640237910662	4.160683185	9.12410222931939e-07
ISCA2	0.11764096770700537	-0.0593634687134559	0.727173773876427	0.221903177	0.079927186
USP34	-0.005590604633506233	-0.059308382975531	0.639001671767767	0.010675639	0.926458706
ERCC6L2	-0.1302153986889364	-0.0592426061027518	0.921329771144452	-0.308136756	0.145098296
MCMDC2	-0.10073175027525542	0.0591040452264551	0.753587574023821	-0.336511258	0.239738212
PATL2	-0.009408218560536932	-0.0590637282765671	0.796422904387027	-0.086920185	0.70907962
SRCAP	-0.05564169639908763	0.0590574063302247	0.859581035704134	-0.135208876	0.140685517
RBM45	-1.8078737267638767	0.0589460681700906	0.78762449592336	-0.623474544	1.55174014732945e-06
ITGAE	-0.004653266078883381	-0.0589364830172237	0.676309071310927	0.016866263	0.908350066
ATP5MF	0.20832718657166535	0.0589364122925282	0.614428082000461	0.417654393	0.107706975
POP7	0.15812962015002685	-0.058911555886703	0.663707608373177	0.318773758	0.094403522
FBXL14	-1.0726635373883526	-0.0587798519634353	0.89802496984422	-0.429867862	1.03685200382113e-05
SLC25A29	-0.26392813073034	-0.0587660711767297	0.868157296046489	-0.406087591	0.051171418
CHRNE	0.1311898531327694	-0.0587519951401623	0.873377750120606	0.379186555	0.199037812
TRADD	-0.0035798525657931364	-0.0587462361116913	0.619415622708346	0.043529771	0.765146937
SGPL1	-0.07039727167235688	-0.0586304025218931	0.6813601598605	-0.149689744	0.13325612
DHX40	0.3348881288308493	0.0586226102715504	0.636450889717627	0.328484685	0.009909074
LINC-PINT	0.06557726879583645	-0.0585899815541104	0.807913234671915	0.35902447	0.416461227
PIGK	-0.07244785023892293	-0.0585628501545168	0.779409868901726	-0.182986411	0.17490434
FOXP3	-3.776333031904012	-0.0584019389447188	0.923796829609701	-1.38129187	3.41676379008744e-06
FAM219B	-0.004264450632281056	-0.0583957058925026	0.67126266647073	0.024375438	0.861365498
TNS2	-0.314084943555036	0.0583813403763629	0.912642724777778	-0.52169736	0.061868376
LYSMD2	0.4353501608314738	-0.0583538124374225	0.793005945887628	0.524614247	0.021335363
PRR14L	0.30129550493809243	0.0582745236165998	0.437230120642946	0.30129255	0.011734713
UTP11	0.06954385805112916	0.0582484340858738	0.756826615897501	0.172169751	0.171035275
UNC5CL	-2.107527572043425	0.058238468018474	0.905296504498225	-0.808824106	6.10301541632844e-06
CERS5	0.4761141481766744	0.0582140777716447	0.709538703693607	0.303713793	0.000782136
SPEG	-11.271416750570078	0.0581856640594243	0.914648885001541	-2.271950736	1.93358074433522e-11
C11orf68	2.893278646039724	0.0581745835800049	0.639001671767767	0.764667099	2.79141098261864e-08
CGRRF1	0.5784020288050876	0.0581419014949391	0.716086028545714	0.400683749	0.001361352
MRPS11	0.0010001709204169513	0.058091666798469	0.69627764529668	-0.044067805	0.688878911
DCTN3	0.4895938080650402	0.0580853861445387	0.568486566504867	0.4525802	0.007377561
GPBP1	0.7779002526673698	0.0580359300966542	0.572566112117198	0.481638881	0.000629447
FBXO28	0.05209132536491866	0.0580340761073028	0.66802655390645	0.118969233	0.162089936
PIP5K1C	-0.08997174318854605	-0.0579422973135522	0.686490926830652	-0.179325193	0.112030823
RAB40C	0.401649490775261	0.0579216533666447	0.643381536099694	0.361898299	0.006471023
ABCA6	-0.8232942912254624	0.0579085301576003	0.889896989671887	-0.714027764	0.004895923
TMEM63B	0.1017835415996189	-0.0578494300411787	0.895731626324133	0.331672706	0.238726197
USF2	0.37351029446993617	0.0578494209757361	0.811889210721572	0.417706154	0.016755071
SEC24B	0.028371727878720592	-0.0577695893818353	0.667239245876931	0.128449611	0.301449768
CD300LB	0.0027421733913957622	0.0577625725652178	0.847480054864754	0.031064956	0.905925438
ZNF75D	-0.2252307963059521	0.0577138603323029	0.600573808463111	-0.208566598	0.006010744
PHKG1	0.0673057500925506	0.0576974315192631	0.914112633021386	0.191509769	0.20363556
RGS6	0.00411454065149222	-0.0576213167650157	0.911900483016472	0.096718419	0.77813557
SH3BGRL	0.4591917400410977	0.0576128737750494	0.7276121420055	0.5087532	0.016235807
C1orf226	14.112860915549064	-0.0575525493649867	0.911145737022926	3.389645023	4.6018661715685715e-09
FZD1	0.03865736073885243	0.0575323877527381	0.904104720172211	0.214353574	0.447778314
YY1AP1	1.6343107214850412	0.0574606955095511	0.625390477038255	0.645760427	9.04630634419402e-06
TVP23B	1.3871651671277945	-0.0574592299938628	0.7725627740396	0.588613947	1.88682004586188e-05
SHMT1	-0.06729558799260564	-0.0574520366007745	0.861435459612521	-0.229978583	0.269742135
GTF2F2	0.9511666262680905	0.0574177690979907	0.61290974142473	0.43410493	4.42509509825273e-05
ISG20	0.3652042582874571	0.0573740109342484	0.806411941935962	0.478616195	0.030557475
YPEL3	1.8157616769188578	-0.0573612445229834	0.818208455332749	0.979839018	0.000194381
BRPF3	0.28677178830337774	0.057049031058142	0.623933484060752	0.297943557	0.013008242
CLPP	0.016022417730364377	-0.0570190800464871	0.785234032584255	0.114149622	0.464327301
RSBN1	0.44924684016870986	0.0570041469708169	0.658008326223115	0.479330981	0.014032733
MRPS16	-0.021212831266576714	0.0569704829315407	0.719607813118138	-0.107051131	0.337005607
AKR1A1	0.00154078198754639	0.0568361491511773	0.755030626087618	-0.047445817	0.829393837
CHD9	-0.44138880969836114	-0.0567971837058092	0.634714087214736	-0.387919997	0.005665473
CTBP1-DT	-3.3206644452571963	-0.0567632004085201	0.920392851900189	-0.789131041	3.7600137687102e-09
MAP3K7	0.01998790492712671	0.0567374811792885	0.474625936770032	0.058166971	0.425045141
FOCAD	0.012793014714865516	-0.0567323316695134	0.82124932139681	0.118992147	0.554882587
CLEC2L	0.002299609900028014	0.056672510592858	0.914648885001541	0.05977445	0.911574189
DBNDD2	-2.2237285868819967	-0.0566509571673102	0.799262117584162	-0.917911314	1.44813843369368e-05
DDX1	-0.25047187928409065	-0.0565226614679233	0.741930826796917	-0.299878043	0.022591392
STRIP1	0.058843115687768045	0.0564943763366337	0.719495985168996	0.132906453	0.149723879
MED29	0.07222829966625964	-0.0564838881824583	0.657137290204523	0.172438651	0.126632174
TRIT1	-3.6508319179455073	0.0564774773094729	0.809266792528926	-0.93394668	1.49095816276831e-08
CDK2AP1	0.18149616098338794	0.0564078073728567	0.726484745260833	0.355236521	0.10004675
LMLN	-4.979671063436543	-0.0563994423630299	0.930203179658391	-1.025404999	9.45963063091265e-11
COX5B	1.2128521991909431	0.0563864281376407	0.615674709336881	0.81633587	0.001104323
IL4I1	-3.71277630224049	0.0563656373457921	0.916249380548603	-1.311225165	2.16412616290509e-06
DARS1	-0.06638658839465134	0.0562643738643214	0.70170968855707	-0.189367902	0.179123285
VPS4A	0.006341441618464588	0.0562562972601652	0.690003772962194	0.035771747	0.792281144
LRRC37A	0.6719428863361656	0.0561222668290426	0.806300119617902	0.737025616	0.015266136
LRRC37A2	0.6719428863361656	0.0561222668290426	0.806300119617902	0.737025616	0.015266136
TAX1BP3	0.32646436739367446	0.0560733348892803	0.708861813176287	0.507602257	0.053728921
FASTKD5	1.557683034520211	-0.0560099872311541	0.66337954897531	0.578871767	3.98982361681159e-06
FBXW7	0.3345424564171762	0.0559246159495226	0.601148743376917	0.343474993	0.012246131
CCL3	0.1745168982528596	-0.0559047754118129	0.864180394656857	0.5683492	0.239687632
ZNG1C	0.03513723553760506	-0.0558559871311468	0.826006283305716	0.167358052	0.35676985
NRGN	0.15997285378544152	0.0556978450026158	0.878657571606882	0.461044454	0.205507916
SWI5	0.08933408679379676	0.0556681156592598	0.719234118076648	0.207706693	0.150718322
MRPS34	0.003484960055810885	0.0556633627649861	0.800966316506947	0.031705558	0.889990484
KTI12	-0.0018920341350371027	-0.0555554010948862	0.73697600567974	0.03489451	0.789616333
ADD3	0.20116686498628608	0.0555517790887876	0.796033729539815	0.278732868	0.037696936
POLR1G	-0.24130281804954973	-0.0555394191671708	0.884767156709262	-0.405216671	0.065509756
FAM156A	-0.15316487072141396	-0.0554319618776518	0.742329570377532	-0.5093477	0.258622968
FAM156B	-0.15316487072141396	-0.0554319618776518	0.742329570377532	-0.5093477	0.258622968
SAMD15	4.513869056967303	0.0554128697815539	0.720788649128678	1.864278437	1.45124140594568e-05
EML3	-0.005815381102246496	-0.0553539210083223	0.642034065113754	-0.024782831	0.913110209
PARP12	0.0876374912276694	0.0552358377774382	0.887067406263203	0.302817896	0.269575161
CMC2	-0.004122160976978988	-0.0552103625264895	0.777737250983043	-0.027621476	0.831247453
NAT1	5.464069964869217	0.0551329498383124	0.802409038312112	1.150491674	2.20562104256023e-10
CIAO2B	0.3711066376604141	-0.0551133801376853	0.705336056991187	0.456046291	0.022603887
XPOT	-0.028099118017496035	-0.0550986908204036	0.757455965090311	-0.123694822	0.397566126
PDE6H	5.74623668518814	0.0550882719187276	0.928139129591757	1.917242916	1.0153527058678e-06
IFITM4P	-1.3716787496555387	-0.0550860779990603	0.920272784478247	-0.95081703	0.001308661
TMEM9B	0.08771441455229598	-0.0550220075560546	0.61173861058999	0.222080753	0.14361098
EPHB1	0.1935309493219756	0.0550100471365935	0.90145617318739	0.73146532	0.298008601
FAM20B	-0.0734519232316159	0.0549802357802278	0.700259495851239	-0.208681211	0.179998198
NSMCE1	-0.0032366696462261474	-0.0548622020446583	0.762358680537411	-0.001987895	0.990384276
NAT14	0.0020789379206649283	-0.0547687338336678	0.805630380344224	0.075043585	0.751777594
BECN1	1.0662071870657535	0.0547364533107562	0.557958763879922	0.483703233	4.170190064833e-05
EHMT1	-0.4004199746160408	0.0546802648093112	0.89802496984422	-0.258643512	0.000783099
